Date,Name,Item
2024-11-12,Knumb,Shroud of Dominion
2024-11-12,Microgodx,Shroud of Dominion
2024-11-12,Mistaveeb,Shroud of Dominion
2024-11-12,Checkursix,Slayer's Crest
2024-11-12,Finesse,Slayer's Crest
2024-11-12,Gugsx,Slayer's Crest
2024-11-12,Gugsx,Slayer's Crest
2024-11-12,Hamzod,Slayer's Crest
2024-11-12,Keeki,Slayer's Crest
2024-11-12,Mistaveeb,Slayer's Crest
2024-11-12,Toxicalover,Slayer's Crest
2024-11-12,Toxicalover,Slayer's Crest
2024-11-12,Airz,Stormrage's Talisman of Seething
2024-11-12,Pogg,Stormrage's Talisman of Seething
2024-11-12,Frostiwarr,The Castigator
2024-11-12,Airz,The Face of Death
2024-11-12,Briseis,The Restrained Essence of Sapphiron
2024-11-12,Briseis,The Restrained Essence of Sapphiron
2024-11-12,Chimpsmage,The Restrained Essence of Sapphiron
2024-11-12,Donzonæq,The Restrained Essence of Sapphiron
2024-11-12,Trine,The Restrained Essence of Sapphiron
2024-11-12,Dionefastrgf,The Soul Harvester's Bindings
2024-11-12,Skiiska,Wand of Fates
2024-11-12,Burkhealz,Wand of the Whispering Dead
2024-11-12,Abusementprk,Wristguards of Vengeance
2024-11-12,Pogg,Wristguards of Vengeance
2023-09-05,Farquaad,Band of Reanimation
2023-09-05,Cosmicheals,Band of Unanswered Prayers
2023-09-05,Falstaff,Band of Unanswered Prayers
2023-09-05,Gandal,Band of Unanswered Prayers
2023-09-05,Azzereth,Band of the Inevitable
2023-09-05,Endor,Band of the Inevitable
2023-09-05,Rootz,Cryptfiend Silk Cloak
2023-09-05,Waumbek,Death's Bargain
2023-09-05,Aranka,Desecrated Belt
2023-09-05,Gome,Desecrated Belt
2023-09-05,Saacon,Desecrated Belt
2023-09-05,Brisley,Desecrated Bindings
2023-09-05,Farquaad,Desecrated Boots
2023-09-05,Explore,Desecrated Bracers
2023-09-05,Sekhmet,Desecrated Bracers
2023-09-05,Auntjamal,Desecrated Circlet
2023-09-05,Vaxie,Desecrated Gauntlets
2023-09-05,Airz,Desecrated Girdle
2023-09-05,Zepii,Desecrated Girdle
2023-09-05,Brisley,Desecrated Gloves
2023-09-05,Cainbaid,Desecrated Gloves
2023-09-05,Integrity,Desecrated Headpiece
2023-09-05,Diesels,Desecrated Pauldrons
2023-09-05,Marci,Desecrated Pauldrons
2023-09-05,Explore,Desecrated Sabatons
2023-09-05,Mainevent,Desecrated Sandals
2023-09-05,Reinheals,Desecrated Sandals
2023-09-05,Aranka,Desecrated Shoulderpads
2023-09-05,Cainbaid,Desecrated Shoulderpads
2023-09-05,Mainevent,Desecrated Shoulderpads
2023-09-05,Reinheals,Desecrated Shoulderpads
2023-09-05,Integrity,Desecrated Spaulders
2023-09-05,Falariss,Desecrated Waistguard
2023-09-05,Waumbek,Desecrated Wristguards
2023-09-05,Gome,Gem of Nerubis
2023-09-05,Nabdru,Ghoul Skin Tunic
2023-09-05,Dinoblunt,Girdle of the Mentor
2023-09-05,Tont,Girdle of the Mentor
2023-09-05,Mictlantecuh,Hatchet of Sundered Bone
2023-09-05,Zepii,Hatchet of Sundered Bone
2023-09-05,Bethaylorn,"Iblis, Blade of the Fallen Seraph"
2023-09-05,Bli,"Iblis, Blade of the Fallen Seraph"
2023-09-05,Centro,"Iblis, Blade of the Fallen Seraph"
2023-09-05,Diesels,"Iblis, Blade of the Fallen Seraph"
2023-09-05,Dinoblunt,"Iblis, Blade of the Fallen Seraph"
2023-09-05,Branremix,Kiss of the Spider
2023-09-05,Mcballs,Kiss of the Spider
2023-09-05,Nabdru,Kiss of the Spider
2023-09-05,Rootz,Kiss of the Spider
2023-09-05,Stupidicus,Kiss of the Spider
2023-09-05,Vaxie,Kiss of the Spider
2023-09-05,Locope,Legplates of Carnage
2023-09-05,Locope,Legplates of Carnage
2023-09-05,Mictlantecuh,Legplates of Carnage
2023-09-05,Falariss,Maexxna's Fang
2023-09-05,Sekhmet,Maexxna's Fang
2023-09-05,Cleavadge,Misplaced Servo Arm
2023-09-05,Zenz,Misplaced Servo Arm
2023-09-05,Mcballs,Plated Abomination Ribcage
2023-09-05,Stupidicus,Plated Abomination Ribcage
2023-09-05,Gandal,Preceptor's Hat
2023-09-05,Briseis,The End of Dreams
2023-09-05,Hegrid,The End of Dreams
2023-09-05,Airz,The Widow's Embrace
2023-09-05,Briseis,The Widow's Embrace
2023-09-05,Cosmicheals,The Widow's Embrace
2023-09-05,Falstaff,The Widow's Embrace
2023-09-05,Endor,Wand of Fates
2023-09-05,Hegrid,Wand of Fates
2023-09-05,Bethaylorn,Widow's Remorse
2023-09-05,Branremix,Widow's Remorse
2023-09-05,Marci,Widow's Remorse
2023-09-05,Tont,Widow's Remorse
2023-09-05,Zenz,Widow's Remorse
2023-09-05,Auntjamal,Wraith Blade
2023-09-05,Azzereth,Wraith Blade
2023-09-05,Saacon,Wraith Blade
2023-09-05,Bli,Wristguards of Vengeance
2023-09-05,Centro,Wristguards of Vengeance
2023-09-05,Cleavadge,Wristguards of Vengeance
2024-01-30,Bli,Band of Unnatural Forces
2024-01-30,Dirtydeeds,Band of Unnatural Forces
2024-01-30,Pogg,Band of Unnatural Forces
2024-01-30,Kurdinn,Band of the Inevitable
2024-01-30,Waumbek,Belt of the Grand Crusader
2024-01-30,Dirttyr,Bonescythe Ring
2024-01-30,Louieflamezz,Brimstone Staff
2024-01-30,Dreamer,Cloak of Suturing
2024-01-30,Impax,Cloak of the Necropolis
2024-01-30,Holyrolled,Corrupted Ashbringer
2024-01-30,Airz,Desecrated Headpiece
2024-01-30,Bojjo,Desecrated Robe
2024-01-30,Burkinafaso,Desecrated Robe
2024-01-30,Runtzxcookie,Desecrated Robe
2024-01-30,Gome,Doomfinger
2024-01-30,Dreamer,Eye of the Dead
2024-01-30,Integrity,Eye of the Dead
2024-01-30,Kiszma,Eye of the Dead
2024-01-30,Mainevent,Eye of the Dead
2024-01-30,Gome,Gem of Trapped Innocents
2024-01-30,Chims,Girdle of the Mentor
2024-01-30,Chims,Girdle of the Mentor
2024-01-30,Tavesty,Girdle of the Mentor
2024-01-30,Holyrolled,Hammer of the Twisting Nether
2024-01-30,Kiszma,Hammer of the Twisting Nether
2024-01-30,Prunes,Hammer of the Twisting Nether
2024-01-30,Prunes,Hammer of the Twisting Nether
2024-01-30,Alpineey,"Iblis, Blade of the Fallen Seraph"
2024-01-30,Checkursix,"Iblis, Blade of the Fallen Seraph"
2024-01-30,Yagå,"Iblis, Blade of the Fallen Seraph"
2024-01-30,Ogbjj,Kingsfall
2024-01-30,Abusementprk,Kiss of the Spider
2024-01-30,Alpineey,Kiss of the Spider
2024-01-30,Cleavadge,Kiss of the Spider
2024-01-30,Knumb,Kiss of the Spider
2024-01-30,Mcballs,Kiss of the Spider
2024-01-30,Nineteenalt,Kiss of the Spider
2024-01-30,Nineteenalt,Kiss of the Spider
2024-01-30,Runtzxcookie,Leggings of Polarity
2024-01-30,Branremix,Legplates of Carnage
2024-01-30,Tavesty,Legplates of Carnage
2024-01-30,Airz,Might of Menethil
2024-01-30,Bli,Might of Menethil
2024-01-30,Farquaad,Might of the Scourge
2024-01-30,Knumb,Might of the Scourge
2024-01-30,Ruug,Nerubian Slavemaker
2024-01-30,Mainevent,Ring of Faith
2024-01-30,Branremix,Sadist's Collar
2024-01-30,Burkinafaso,Sapphiron's Left Eye
2024-01-30,Skiiska,Sapphiron's Right Eye
2024-01-30,Kurdinn,Seal of the Damned
2024-01-30,Integrity,Shield of Condemnation
2024-01-30,Dirttyr,Shroud of Dominion
2024-01-30,Pogg,Shroud of Dominion
2024-01-30,Ratbag,Shroud of Dominion
2024-01-30,Abusementprk,Slayer's Crest
2024-01-30,Checkursix,Slayer's Crest
2024-01-30,Mcballs,Slayer's Crest
2024-01-30,Mictlantecuh,Slayer's Crest
2024-01-30,Ogbjj,Slayer's Crest
2024-01-30,Mistaveeb,Soulstring
2024-01-30,Ratbag,Soulstring
2024-01-30,Dirtydeeds,Stormrage's Talisman of Seething
2024-01-30,Mictlantecuh,The Castigator
2024-01-30,Waumbek,The End of Dreams
2024-01-30,Cleavadge,The Phylactery of Kel'Thuzad
2024-01-30,Farquaad,The Phylactery of Kel'Thuzad
2024-01-30,Ruug,The Phylactery of Kel'Thuzad
2024-01-30,Gandal,The Restrained Essence of Sapphiron
2024-01-30,Jensin,The Restrained Essence of Sapphiron
2024-01-30,Jensin,The Restrained Essence of Sapphiron
2024-01-30,Gandal,Veil of Eclipse
2024-01-30,Impax,Wand of Fates
2024-01-30,Louieflamezz,Wand of Fates
2024-01-30,Skiiska,Wand of the Whispering Dead
2024-01-30,Yagå,Widow's Remorse
2024-01-30,Bojjo,Wraith Blade
2024-01-30,Mistaveeb,Wristguards of Vengeance
2025-10-07,Healsniper,Band of Unanswered Prayers
2025-10-07,Ares,Band of Unnatural Forces
2025-10-07,Huxli,Band of Unnatural Forces
2025-10-07,Huxli,Band of Unnatural Forces
2025-10-07,Imag,Band of Unnatural Forces
2025-10-07,Rusti,Band of Unnatural Forces
2025-10-07,Slout,Band of Unnatural Forces
2025-10-07,Toxicalover,Cloak of Suturing
2025-10-07,Vallanz,Cloak of the Necropolis
2025-10-07,Mhorana,Desecrated Robe
2025-10-07,Bravesrrobin,Eye of the Dead
2025-10-07,Bravesrrobin,Eye of the Dead
2025-10-07,Glad,Eye of the Dead
2025-10-07,Grapedrink,Eye of the Dead
2025-10-07,Mhorana,Eye of the Dead
2025-10-07,Toxicalover,Eye of the Dead
2025-10-07,Mandraky,Gem of Trapped Innocents
2025-10-07,Ares,Girdle of the Mentor
2025-10-07,Hurb,Girdle of the Mentor
2025-10-07,Macthorson,Girdle of the Mentor
2025-10-07,Torreypines,Girdle of the Mentor
2025-10-07,Grapedrink,Hammer of the Twisting Nether
2025-10-07,Hurb,"Iblis, Blade of the Fallen Seraph"
2025-10-07,Mesmasshuu,"Iblis, Blade of the Fallen Seraph"
2025-10-07,Anticide,Kiss of the Spider
2025-10-07,Anticide,Kiss of the Spider
2025-10-07,Dilphiv,Kiss of the Spider
2025-10-07,Michaelre,Kiss of the Spider
2025-10-07,Saladressing,Kiss of the Spider
2025-10-07,Saladressing,Kiss of the Spider
2025-10-07,Macthorson,Leggings of Apocalypse
2025-10-07,Greybush,Leggings of Polarity
2025-10-07,Andragan,Legplates of Carnage
2025-10-07,Andragan,Legplates of Carnage
2025-10-07,Solidsmtx,Legplates of Carnage
2025-10-07,Torreypines,Legplates of Carnage
2025-10-07,Darkwings,Libram of Light
2025-10-07,Darkwings,Libram of Light
2025-10-07,Healsniper,Libram of Light
2025-10-07,Patriot,Might of Menethil
2025-10-07,Imag,Might of the Scourge
2025-10-07,Zosodotter,Misplaced Servo Arm
2025-10-07,Abusementprk,Nerubian Slavemaker
2025-10-07,Meco,Nerubian Slavemaker
2025-10-07,Meco,Nerubian Slavemaker
2025-10-07,Dwamasama,Plated Abomination Ribcage
2025-10-07,Madder,Plated Abomination Ribcage
2025-10-07,Solidsmtx,Plated Abomination Ribcage
2025-10-07,Kushcloud,Rime Covered Mantle
2025-10-07,Vallanz,Rime Covered Mantle
2025-10-07,Calul,Sapphiron's Left Eye
2025-10-07,Patriot,Shield of Condemnation
2025-10-07,Chims,Shroud of Dominion
2025-10-07,Glad,Shroud of Dominion
2025-10-07,Dilphiv,Slayer's Crest
2025-10-07,Madder,Slayer's Crest
2025-10-07,Rusti,Slayer's Crest
2025-10-07,Slout,Slayer's Crest
2025-10-07,Abusementprk,Stormrage's Talisman of Seething
2025-10-07,Chims,Stormrage's Talisman of Seething
2025-10-07,Dwamasama,Stormrage's Talisman of Seething
2025-10-07,Michaelre,Stormrage's Talisman of Seething
2025-10-07,Mesmasshuu,The Castigator
2025-10-07,Deadcoiles,The Restrained Essence of Sapphiron
2025-10-07,Greybush,The Restrained Essence of Sapphiron
2025-10-07,Trine,The Restrained Essence of Sapphiron
2025-10-07,Trine,The Restrained Essence of Sapphiron
2025-10-07,Calul,The Soul Harvester's Bindings
2025-10-07,Kushcloud,The Soul Harvester's Bindings
2025-10-07,Deadcoiles,Wand of Fates
2025-10-07,Kurdinn,Wand of Fates
2025-10-07,Kurdinn,Wand of Fates
2025-10-07,Mandraky,Wraith Blade
2025-10-07,Zosodotter,Wristguards of Vengeance
2025-04-01,Kurdinn,Band of Unanswered Prayers
2025-04-01,Arizana,Band of Unnatural Forces
2025-04-01,Donfrye,Band of Unnatural Forces
2025-04-01,Ghili,Band of Unnatural Forces
2025-04-01,Jetrho,Band of Unnatural Forces
2025-04-01,Saladbalding,Band of Unnatural Forces
2025-04-01,Chimpsmage,Cloak of the Necropolis
2025-04-01,Illadelph,Desecrated Spaulders
2025-04-01,Illadelph,Desecrated Tunic
2025-04-01,Lalamage,Doomfinger
2025-04-01,Arizana,Eye of the Dead
2025-04-01,Briseis,Eye of the Dead
2025-04-01,Greybush,Eye of the Dead
2025-04-01,Kushcloud,Eye of the Dead
2025-04-01,Rootz,Eye of the Dead
2025-04-01,Feq,Girdle of the Mentor
2025-04-01,Madder,Girdle of the Mentor
2025-04-01,Healingherb,Hammer of the Twisting Nether
2025-04-01,Reciprocate,Hammer of the Twisting Nether
2025-04-01,Aile,Harbinger of Doom
2025-04-01,Valoriwar,Hatchet of Sundered Bone
2025-04-01,Huxx,"Iblis, Blade of the Fallen Seraph"
2025-04-01,Pogg,"Iblis, Blade of the Fallen Seraph"
2025-04-01,Saladbalding,"Iblis, Blade of the Fallen Seraph"
2025-04-01,Torreypines,"Iblis, Blade of the Fallen Seraph"
2025-04-01,Valoriwar,Kingsfall
2025-04-01,Huxx,Kiss of the Spider
2025-04-01,Madder,Kiss of the Spider
2025-04-01,Rusti,Kiss of the Spider
2025-04-01,Rusti,Kiss of the Spider
2025-04-01,Torreypines,Kiss of the Spider
2025-04-01,Jetrho,Leggings of Apocalypse
2025-04-01,Sunderzz,Leggings of Apocalypse
2025-04-01,Chimpsmage,Leggings of Polarity
2025-04-01,Lalamage,Leggings of Polarity
2025-04-01,Abusementprk,Legplates of Carnage
2025-04-01,Alpineey,Legplates of Carnage
2025-04-01,Athek,Legplates of Carnage
2025-04-01,Numbrodos,Libram of Light
2025-04-01,Glad,Might of the Scourge
2025-04-01,Slashi,Might of the Scourge
2025-04-01,Bli,Necklace of Necropsy
2025-04-01,Bli,Necklace of Necropsy
2025-04-01,Aile,Nerubian Slavemaker
2025-04-01,Ghili,Nerubian Slavemaker
2025-04-01,Novely,Nerubian Slavemaker
2025-04-01,Pogg,Nerubian Slavemaker
2025-04-01,Sunderzz,Nerubian Slavemaker
2025-04-01,Glad,Plated Abomination Ribcage
2025-04-01,Greybush,Ring of Faith
2025-04-01,Healingherb,Sapphiron's Right Eye
2025-04-01,Reciprocate,Shield of Condemnation
2025-04-01,Abusementprk,Shroud of Dominion
2025-04-01,Slashi,Shroud of Dominion
2025-04-01,Donfrye,Slayer's Crest
2025-04-01,Leonïdas,Slayer's Crest
2025-04-01,Mistaveeb,Slayer's Crest
2025-04-01,Mistaveeb,Slayer's Crest
2025-04-01,Novely,Slayer's Crest
2025-04-01,Rootz,Slayer's Crest
2025-04-01,Zosokid,Slayer's Crest
2025-04-01,Alpineey,Stormrage's Talisman of Seething
2025-04-01,Feq,Stormrage's Talisman of Seething
2025-04-01,Zosokid,Stormrage's Talisman of Seething
2025-04-01,Athek,The Castigator
2025-04-01,Ljiangjun,The Phylactery of Kel'Thuzad
2025-04-01,Briseis,The Restrained Essence of Sapphiron
2025-04-01,Donzonæq,The Restrained Essence of Sapphiron
2025-04-01,Donzonæq,The Restrained Essence of Sapphiron
2025-04-01,Kurdinn,The Restrained Essence of Sapphiron
2025-04-01,Kushcloud,The Restrained Essence of Sapphiron
2025-04-01,Numbrodos,The Restrained Essence of Sapphiron
2025-04-01,Ljiangjun,Wraith Blade
2025-04-01,Leonïdas,Wristguards of Vengeance
2024-10-01,Kurdinn,Band of Unanswered Prayers
2024-10-01,Reciprocate,Band of Unanswered Prayers
2024-10-01,Feq,Band of Unnatural Forces
2024-10-01,Glad,Band of Unnatural Forces
2024-10-01,Rusti,Band of Unnatural Forces
2024-10-01,Vanishh,Band of Unnatural Forces
2024-10-01,Vanishh,Band of Unnatural Forces
2024-10-01,Ábrams,Band of Unnatural Forces
2024-10-01,Gugsx,Claw of the Frost Wyrm
2024-10-01,Lockchiev,Cloak of the Necropolis
2024-10-01,Trine,Cloak of the Necropolis
2024-10-01,Bigpapichulo,Desecrated Shoulderpads
2024-10-01,Skiiska,Doomfinger
2024-10-01,Airz,Eye of the Dead
2024-10-01,Bli,Eye of the Dead
2024-10-01,Bli,Eye of the Dead
2024-10-01,Dwarfward,Eye of the Dead
2024-10-01,Shaala,Eye of the Dead
2024-10-01,Shaala,Eye of the Dead
2024-10-01,Critzmcgee,Ghoul Skin Tunic
2024-10-01,Michaelre,Girdle of the Mentor
2024-10-01,Microgodx,Girdle of the Mentor
2024-10-01,Bigpapichulo,Hammer of the Twisting Nether
2024-10-01,Dwarfward,Hammer of the Twisting Nether
2024-10-01,Tezcatlipoca,Hammer of the Twisting Nether
2024-10-01,Yasuke,Hatchet of Sundered Bone
2024-10-01,Finesse,"Iblis, Blade of the Fallen Seraph"
2024-10-01,Slashi,"Iblis, Blade of the Fallen Seraph"
2024-10-01,Checkursix,Kingsfall
2024-10-01,Yasuke,Kingsfall
2024-10-01,Alpineey,Kiss of the Spider
2024-10-01,Finesse,Kiss of the Spider
2024-10-01,Glad,Kiss of the Spider
2024-10-01,Pogg,Kiss of the Spider
2024-10-01,Rusti,Kiss of the Spider
2024-10-01,Toxicalover,Kiss of the Spider
2024-10-01,Briseis,Leggings of Polarity
2024-10-01,Dionefastrgf,Leggings of Polarity
2024-10-01,Donzonæq,Leggings of Polarity
2024-10-01,Gandal,Leggings of Polarity
2024-10-01,Gandal,Leggings of Polarity
2024-10-01,Lockchiev,Leggings of Polarity
2024-10-01,Critzmcgee,Legplates of Carnage
2024-10-01,Toxicalover,Legplates of Carnage
2024-10-01,Arizana,Might of Menethil
2024-10-01,Gugsx,Might of the Scourge
2024-10-01,Michaelre,Might of the Scourge
2024-10-01,Reciprocate,Misplaced Servo Arm
2024-10-01,Tezcatlipoca,Necklace of Necropsy
2024-10-01,Mistaveeb,Nerubian Slavemaker
2024-10-01,Feq,Plated Abomination Ribcage
2024-10-01,Waumbek,Power of the Scourge
2024-10-01,Dionefastrgf,Rime Covered Mantle
2024-10-01,Pushw,Sadist's Collar
2024-10-01,Chimpsmage,Sapphiron's Left Eye
2024-10-01,Donzonæq,Sapphiron's Left Eye
2024-10-01,Skiiska,Seal of the Damned
2024-10-01,Microgodx,Shroud of Dominion
2024-10-01,Mistaveeb,Shroud of Dominion
2024-10-01,Pogg,Slayer's Crest
2024-10-01,Rootz,Slayer's Crest
2024-10-01,Rootz,Slayer's Crest
2024-10-01,Saladblesing,Slayer's Crest
2024-10-01,Saladblesing,Slayer's Crest
2024-10-01,Abusementprk,Stormrage's Talisman of Seething
2024-10-01,Alpineey,Stormrage's Talisman of Seething
2024-10-01,Arizana,Stormrage's Talisman of Seething
2024-10-01,Checkursix,Stormrage's Talisman of Seething
2024-10-01,Ábrams,Stormrage's Talisman of Seething
2024-10-01,Airz,The Face of Death
2024-10-01,Chimpsmage,The Phylactery of Kel'Thuzad
2024-10-01,Slashi,The Phylactery of Kel'Thuzad
2024-10-01,Waumbek,The Plague Bearer
2024-10-01,Briseis,The Restrained Essence of Sapphiron
2024-10-01,Burkinn,The Restrained Essence of Sapphiron
2024-10-01,Burkinn,The Restrained Essence of Sapphiron
2024-10-01,Kurdinn,The Restrained Essence of Sapphiron
2024-10-01,Trine,The Restrained Essence of Sapphiron
2024-10-01,Abusementprk,Wristguards of Vengeance
2024-10-01,Pushw,Wristguards of Vengeance
2025-02-11,Deltgodx,Band of Unnatural Forces
2025-02-11,Mlb,Band of Unnatural Forces
2025-02-11,Vanishh,Claw of the Frost Wyrm
2025-02-11,Juka,Cloak of the Necropolis
2025-02-11,Checkursix,Cloak of the Scourge
2025-02-11,Gduel,Corrupted Ashbringer
2025-02-11,Gduel,Corrupted Ashbringer
2025-02-11,Saladblesing,Corrupted Ashbringer
2025-02-11,Arizana,Eye of the Dead
2025-02-11,Briseis,Eye of the Dead
2025-02-11,Rootz,Eye of the Dead
2025-02-11,Snugsafe,Eye of the Dead
2025-02-11,Burkarms,Girdle of the Mentor
2025-02-11,Feq,Girdle of the Mentor
2025-02-11,Knumb,Girdle of the Mentor
2025-02-11,Mlb,Girdle of the Mentor
2025-02-11,Kushcloud,Hammer of the Twisting Nether
2025-02-11,Pogg,"Iblis, Blade of the Fallen Seraph"
2025-02-11,Torreypines,"Iblis, Blade of the Fallen Seraph"
2025-02-11,Huxx,Kingsfall
2025-02-11,Huxx,Kingsfall
2025-02-11,Vanishh,Kingsfall
2025-02-11,Alpineey,Kiss of the Spider
2025-02-11,Alpineey,Kiss of the Spider
2025-02-11,Glad,Kiss of the Spider
2025-02-11,Glad,Kiss of the Spider
2025-02-11,Rusti,Kiss of the Spider
2025-02-11,Balurn,Leggings of Apocalypse
2025-02-11,Jetrho,Leggings of Apocalypse
2025-02-11,Briseis,Leggings of Polarity
2025-02-11,Flushh,Leggings of Polarity
2025-02-11,Abusementprk,Legplates of Carnage
2025-02-11,Deltgodx,Legplates of Carnage
2025-02-11,Dalabris,Libram of Light
2025-02-11,Frostiwarr,Might of Menethil
2025-02-11,Branremix,Might of the Scourge
2025-02-11,Madder,Might of the Scourge
2025-02-11,Quetzalcoatl,Might of the Scourge
2025-02-11,Arizana,Necklace of Necropsy
2025-02-11,Bli,Necklace of Necropsy
2025-02-11,Bli,Necklace of Necropsy
2025-02-11,Kushcloud,Necklace of Necropsy
2025-02-11,Balurn,Nerubian Slavemaker
2025-02-11,Pogg,Nerubian Slavemaker
2025-02-11,Saladblesing,Plated Abomination Ribcage
2025-02-11,Hegred,Power of the Scourge
2025-02-11,Hegred,Resilience of the Scourge
2025-02-11,Dalabris,Ring of Redemption
2025-02-11,Flushh,Sapphiron's Left Eye
2025-02-11,Abusementprk,Shroud of Dominion
2025-02-11,Checkursix,Shroud of Dominion
2025-02-11,Jetrho,Shroud of Dominion
2025-02-11,Airz,Slayer's Crest
2025-02-11,Branremix,Slayer's Crest
2025-02-11,Burkarms,Slayer's Crest
2025-02-11,Mistaveeb,Slayer's Crest
2025-02-11,Mistaveeb,Slayer's Crest
2025-02-11,Rootz,Slayer's Crest
2025-02-11,Rusti,Slayer's Crest
2025-02-11,Frostiwarr,Soulstring
2025-02-11,Feq,Stormrage's Talisman of Seething
2025-02-11,Madder,Stormrage's Talisman of Seething
2025-02-11,Quetzalcoatl,Stormrage's Talisman of Seething
2025-02-11,Knumb,The Castigator
2025-02-11,Airz,The Restrained Essence of Sapphiron
2025-02-11,Donzonæq,The Restrained Essence of Sapphiron
2025-02-11,Donzonæq,The Restrained Essence of Sapphiron
2025-02-11,Skiiska,The Restrained Essence of Sapphiron
2025-02-11,Skiiska,The Soul Harvester's Bindings
2025-02-11,Juka,Wand of Fates
2025-02-11,Snugsafe,Wand of the Whispering Dead
2025-02-11,Torreypines,Wristguards of Vengeance
2024-11-26,Airz,Band of Unanswered Prayers
2024-11-26,Burkhealz,Band of Unanswered Prayers
2024-11-26,Feq,Band of Unnatural Forces
2024-11-26,Glo,Band of Unnatural Forces
2024-11-26,Knumb,Band of Unnatural Forces
2024-11-26,Xtank,Band of Unnatural Forces
2024-11-26,Prunes,Brimstone Staff
2024-11-26,Burkhealz,Cloak of Suturing
2024-11-26,Donzonæq,Cloak of the Necropolis
2024-11-26,Saladblesing,Cryptfiend Silk Cloak
2024-11-26,Snugsafe,Desecrated Leggings
2024-11-26,Emann,Desecrated Robe
2024-11-26,Snugsafe,Desecrated Robe
2024-11-26,Chimpsmage,Doomfinger
2024-11-26,Arizana,Eye of the Dead
2024-11-26,Bli,Eye of the Dead
2024-11-26,Bli,Eye of the Dead
2024-11-26,Waumbek,Eye of the Dead
2024-11-26,Waumbek,Eye of the Dead
2024-11-26,Dionefastrgf,Gem of Trapped Innocents
2024-11-26,Trine,Gem of Trapped Innocents
2024-11-26,Frostiwarr,Girdle of the Mentor
2024-11-26,Knumb,Girdle of the Mentor
2024-11-26,Michaelre,Girdle of the Mentor
2024-11-26,Airz,Glyph of Deflection
2024-11-26,Amberturd,Hammer of the Twisting Nether
2024-11-26,Amberturd,Hammer of the Twisting Nether
2024-11-26,Reciprocate,Hammer of the Twisting Nether
2024-11-26,Reciprocate,Hammer of the Twisting Nether
2024-11-26,Shaala,Hammer of the Twisting Nether
2024-11-26,Spacepump,Hammer of the Twisting Nether
2024-11-26,Spacepump,Hammer of the Twisting Nether
2024-11-26,Bigpoppa,"Iblis, Blade of the Fallen Seraph"
2024-11-26,Rogue,"Gressil, Dawn of Ruin"
2024-11-26,Checkursix,Kiss of the Spider
2024-11-26,Finesse,Kiss of the Spider
2024-11-26,Finesse,Kiss of the Spider
2024-11-26,Glad,Kiss of the Spider
2024-11-26,Glad,Kiss of the Spider
2024-11-26,Hamzod,Kiss of the Spider
2024-11-26,Keeki,Kiss of the Spider
2024-11-26,Rusti,Kiss of the Spider
2024-11-26,Rusti,Kiss of the Spider
2024-11-26,Feq,Leggings of Apocalypse
2024-11-26,Shaala,Leggings of Apocalypse
2024-11-26,Gandal,Leggings of Polarity
2024-11-26,Abusementprk,Legplates of Carnage
2024-11-26,Glo,Legplates of Carnage
2024-11-26,Bigpoppa,Might of Menethil
2024-11-26,Toxicalover,Might of the Scourge
2024-11-26,Arizana,Necklace of Necropsy
2024-11-26,Frostiwarr,Nerubian Slavemaker
2024-11-26,Pogg,Nerubian Slavemaker
2024-11-26,Rogue,"Gressil, Dawn of Ruin"
2024-11-26,Saladblesing,Plated Abomination Ribcage
2024-11-26,Emann,Ring of Faith
2024-11-26,Gandal,Sapphiron's Left Eye
2024-11-26,Prunes,Seal of the Damned
2024-11-26,Michaelre,Shroud of Dominion
2024-11-26,Mistaveeb,Shroud of Dominion
2024-11-26,Checkursix,Slayer's Crest
2024-11-26,Gugsx,Slayer's Crest
2024-11-26,Gugsx,Slayer's Crest
2024-11-26,Hamzod,Slayer's Crest
2024-11-26,Keeki,Slayer's Crest
2024-11-26,Mistaveeb,Slayer's Crest
2024-11-26,Rootz,Slayer's Crest
2024-11-26,Rootz,Slayer's Crest
2024-11-26,Xtank,Slayer's Crest
2024-11-26,Pogg,Stormrage's Talisman of Seething
2024-11-26,Toxicalover,Stormrage's Talisman of Seething
2024-11-26,Briseis,The Restrained Essence of Sapphiron
2024-11-26,Briseis,The Restrained Essence of Sapphiron
2024-11-26,Chimpsmage,The Restrained Essence of Sapphiron
2024-11-26,Donzonæq,The Restrained Essence of Sapphiron
2024-11-26,Trine,The Restrained Essence of Sapphiron
2024-11-26,Dionefastrgf,The Soul Harvester's Bindings
2024-11-26,Abusementprk,Wristguards of Vengeance
2025-04-15,Arizana,Band of Unnatural Forces
2025-04-15,Donfrye,Band of Unnatural Forces
2025-04-15,Jetrho,Band of Unnatural Forces
2025-04-15,Jetrho,Band of Unnatural Forces
2025-04-15,Huxli,Claw of the Frost Wyrm
2025-04-15,Chimpsmage,Doomfinger
2025-04-15,Arizana,Eye of the Dead
2025-04-15,Briseis,Eye of the Dead
2025-04-15,Dwarfjessus,Eye of the Dead
2025-04-15,Illadelph,Eye of the Dead
2025-04-15,Illadelph,Eye of the Dead
2025-04-15,Rootz,Eye of the Dead
2025-04-15,Mazec,Gem of Trapped Innocents
2025-04-15,Feq,Girdle of the Mentor
2025-04-15,Knumb,Girdle of the Mentor
2025-04-15,Madder,Girdle of the Mentor
2025-04-15,Mictlantecuh,Girdle of the Mentor
